-75.17686941760311,39.954822303743775
-75.16564400693069,39.907508488349876
-75.19917469390563,39.97043478020573
-75.1283203453653,39.96743441972909
-75.18959491598534,39.94055097385665
-75.12642511571147,39.95444947158356
-75.19856463901304,39.94448432924678
-75.12533218042105,39.93367214131383
-75.20139729659846,39.9692410847823
-75.19379816014919,39.94500013560423
-75.18917448646607,39.9413909246657
-75.18830372251172,39.92113506730023
-75.13658233967955,39.914075801325936
-75.14841899102075,40.00023793067032
-75.1881645195753,39.979437081467616
-75.1262707581962,39.96863271122756
-75.1865543073948,39.942033481382275
-75.18783921266144,39.94294362945115
-75.16377258263189,39.944932938780276
-75.1268070164882,39.96771043669269
-75.15706840176759,39.95941583020786
-75.19236359555623,39.94551283204389
